	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1
600	232	344	415	307	426	398
601	4333.001	2411.999	3917.999	3415	5835	6237.999
602	481	417	1008	610	1001	760
603	106	59	123	108	338	115
604	867	992	1068	960	1069	1550
605	578.001	931.022	1154	726	1130.015	782.01
606	686	525	1260	707	1075.999	632.001
607	958.001	1213	1503	1123	1303.999	1539
608	105	155	223	144	296.665	214
609	158	115	216	184	302	333
610	697	561	996	699	1021	915
611	125	106	147	150	171	177
612	130.561	213.316	238.376	165.704	194.13	242.199
613	92	41	124	95.001	106	183.001
614	1160.358	1258.298	1265.455	1328.086	1252.836	2497.557
615	1489	1946.001	2154	1489	2320.001	2446.001
616	0	0	0	0	0	0
617	1452.038	1233.071	1630.773	1156	2100	1901.177
618	842	1091.999	1327	911.198	1115	1332
619	6	1	12	12	14	8
620	291.001	334	321.999	312.001	394	423
621	870	595	1218	900.001	1323.001	1392
622	1849	1441	2039	1727	2816	2544.001
623	6792	3471	9228.999	4407	9258.002	7841.999
624	272.001	265	352	295	365	573
625	371	462	463.888	395.841	465	635.281
626	992.735	958.672	1419.019	969.773	1521.693	1471.861
627	286	372	313	507.999	491.363	692
628	1434.484	1690.999	2348.947	1447	2100.106	1614.037
629	433	554	610	552.999	583.001	826
630	1205.001	787	1409.999	946	1704.999	1844.927
631	776.223	562.296	1054.335	716.065	1061.329	877.087
632	884	1124.001	1484	1049	1308	1372.001
633	73721.814	40486.752	88179	55383	81744.967	70392.949
634	701	768	1099.999	721.001	859	890
635	970.515	359.21	1029.723	703.277	1321.679	1130.905
636	312.999	413	469	422	568.05	612
637	78	91	54	132	83	137
638	15	5	4	5	4	13
639	1563.448	1398.201	2062.69	1578	2628.284	2647.871
640	758.001	1117	1203	880	1132	1257.002
641	2	2	2	3	4	3
642	1051.999	1534	1603.702	1406	1576.23	1890
643	8.622	7.756	29.128	11.056	24.236	18.467
644	710.913	867.999	1129	832	990	1215
645	66.379	48	117.258	94.023	127.374	119.556
646	18	10	13	23	11	12
647	716.99	664	796.923	863.951	937	1033.983
648	48	34	70	44	76	54
649	1013	2033.999	2339	1415	1612.001	1723
650	7095.727	12553.601	14083.328	11526.527	13101.546	12597.259
651	0	2	0	0	0	0
652	73.004	76.441	99.373	99.821	125.961	187.284
653	115	133.001	141	177	163	227
654	2	0	1	0	3	0
655	307	431.999	400	340	298.999	607
656	5	10	13	14	8	15
657	5.495	3.264	3.28	4.413	1.133	13.351
658	2268.763	1638	3283.871	2161.585	3658.218	2926.112
659	262.239	208.351	339.835	274.769	402.882	451.309
660	1641	1421	1618	1653	2449	2663
661	1126	1179	1795	1045.999	1956.001	1553.999
662	1819.058	1769.91	2475.408	2000.203	3053.47	2888.764
663	986	1111.999	1439	1205	1559.099	1546
664	1350.999	1942.985	2194.983	1606.94	2114.981	1942
665	1119.178	787.079	1286.304	1145.996	1254.259	1791.833
666	138.033	96.027	188.076	144.14	203.269	226.276
667	1047.999	1606.001	1818	1297.001	1481	1711.999
668	140	41	368	100	296	281
669	1998.57	1403.735	2506.583	1863.891	3375.657	2426.527
670	458.268	598.654	682.359	629.171	832.819	693.305
671	1105	487	1068	962.999	2053	1812.999
672	7.02	5.094	7.1	5.235	10.244	7.628
673	31	13.999	27.999	71	115.002	89.009
674	126.195	146.465	208.563	171.199	221.079	206.829
675	17.11	13.871	20.439	13.357	22.939	12.431
676	71	60	79	54.999	106	95
677	38790	16864	52655.999	32115	59091	47062
678	931.501	796.958	1045.367	1037.295	1266.279	1720.679
679	106	64	60	65	133	129
680	110.329	126.001	190.417	147.672	208.303	213.531
681	837	600	1145	741	1313	1153
682	2330.999	3602	3634	3401	3768.998	4119.999
683	657	920.002	1079	673.999	992	912.001
684	24.07	48.154	43.007	48	67	85.027
685	767.002	1230	1281.458	1094.486	1097.999	1241.001
686	1689.999	1153.999	1672	1824	1994	3215.001
687	1549	2037.999	2394	1834.954	2035	2498
688	0	0	4	0	4	0
689	992	311	841.999	886	977	2334
690	949.959	493.013	959.13	836.061	1128.757	1794.971
691	440	190	228	333	93	1387
692	2	4	0	1	4	12
693	0	1	0	0	1	0
694	90.021	37.009	85.73	52.508	72.942	76.665
695	399	265.999	461	378.001	668	605.999
696	6.786	7.259	23.08	13.158	6.893	4.792
697	1.086	0	5.247	1.326	3.002	0
698	1994	1900.001	2794.001	2023	3183	3031
699	0	0	0	0	0	0
700	6.079	6.634	5.745	12.173	4.19	9.087
701	404	235	523	499	875	973.999
702	701	906	1105	842	1182.001	1123.999
703	1177.999	884	1539	1192.999	1534	1623
704	7.375	4.214	8	29.234	51.604	35.689
705	299	277	385	406	349	591
706	4133	4072	6642	3416	5158	5440.899
707	1894.337	1946.761	2753.79	2461.036	3177.198	3047.443
708	5518.001	4510	7384	4251	6477.999	5740
709	375.004	344	484.015	379.001	555.743	675.004
710	10	23	11	16	8	25
711	129	147	195.999	139	219	203
712	1581	1358	1885	1358	2347	1918
713	2528.821	2192.374	2866.796	2250.715	3748.536	3866.897
714	6569	6300	8539	6256.999	10155.999	9699
715	18580.502	9119.562	22819.686	11343.844	18473.859	16077.034
716	15696.107	10140.766	20957.777	10811.514	17296.01	15438.062
717	124	103	94	119	42	78
718	140	153	84	167.001	65	231
719	152.572	156.286	258.034	176.484	214.241	276.256
720	139.215	118.8	214.008	145.8	212.878	154.593
721	993.739	635.164	1105.645	840.999	1277.384	1339.696
722	1127.13	762.952	1569.287	1098.2	1583.741	1838.037
723	1567.973	912.446	1281.342	1059.04	1858.996	2207.84
724	2809	1959.999	3327.001	2547	4102.999	4165
725	23.098	26.229	38.287	39.148	39.136	42.168
726	2242	3771	3449.001	2804.001	2474	3861
727	6	20	15	34	24	10
728	1896.82	2350.553	2807.807	2145.389	2734.467	3297.703
729	0	0	2	1	1.007	0
730	2013	1406.999	2542.999	1867	2233.999	3079.001
731	134	151	157	134	179	183.001
732	102.191	96.235	131.207	106.225	130.147	104.446
733	1052.651	1198.824	1579.357	1181.654	1682.852	1541.77
734	0.749	0.751	0.8	0	3.072	0
735	1	0	1	1	0	2
736	2603	1397	5032	5778	12289	8328
737	587.001	329	558	476	728.999	774.999
738	4121	5390.935	7103	4459	7304	6090
739	1167	1852	1807.999	1756.001	1838	2180.999
740	14	13	21	27	30	33
741	972.999	878	1135	915.001	1705	1666
742	51	17	19	118	145	99
743	16	7	21	11	11	8
744	143	217	273	235	483	333
745	39	45	93	53	63	66
746	58	79	95	74	58	159
747	241	256	341	266	437	341
748	2497.827	3175.474	3645.244	3169.184	2609.849	4854.489
749	538	766	864	760	898.999	750.999
750	2024.482	2019	2718.085	2299.248	3118.51	3893.463
751	500	512	898	406	864	722
752	1045	828	1561	1036	1879	1710.999
753	3	11	6	7	6	7
754	252	209	308.001	269	418.001	464
755	0	0	0	0	0	0
756	304	225	397	267.98	377	385
757	0	0	2.255	0	1.042	0
758	1902	2449	2750	2345	2716	4016
759	4695.012	1763	5068.362	4489.15	6427	4870.59
760	1684	2025	2568.001	1876	2630	2986
761	604	881	1087	740.001	875.999	921.999
762	908.934	896.821	1191.484	1105.104	1429.848	1424.862
763	15.203	9.824	15.034	8.012	19.082	7.167
764	622	471	802.999	763	821	1005
765	783	791	1196	830	1383	1582
766	120	132	129	96	199	117
767	2	0	0	0	0	1
768	1	0	2	1	5	4
769	1062	1375	1587	1139	1618	1629
770	153.791	130.001	234.652	188.104	264.829	197.406
771	2281.999	2920	3359.001	3012.001	4043	4148.001
772	3	2	1	3	3	7
773	313	423	456	361	559	526
774	979.999	1181	1748	1018	1830	1528.001
775	37	45	55	36	58.999	37.001
776	700	793.04	1008	711	1084.574	1125.999
777	3400.981	3993.001	5797.587	3616.186	5628.967	4757.502
778	1520.001	1734.999	2227.001	1842.001	2634	2533.999
779	2.198	1.057	0	2.22	0	1.069
780	881.999	1283.999	1627	1219.999	1318	1413
781	435.001	479	705	483.999	714	606
782	0	0	0	0	0	0
783	7086.273	8842.629	10465.352	7791.661	11348.14	11783.491
784	38	36	66.018	73	122.187	67.999
785	5	10	5	8	14	6
786	9427.753	12159.403	15350.3	10613.916	15192.574	14600.724
787	10	13	17	10	7	13
788	248.001	267	367.001	248	305	310
789	176	219.014	365.244	257.334	378.019	363.428
790	952	567	1104	806	1396	1364
791	377.999	184	468	257	543.999	545
792	3	2	3	3	4	0
793	4710	6849	8479	6200	6083	7158
794	424.001	427	788.999	342.001	708.001	419
795	3756.999	3643.999	5233.999	3158.999	5376	4598
796	1179.5	1120.094	1823.17	1196.454	1612.043	1475.045
797	218	155	309	180.001	331	289
798	19.687	16.283	26.112	18.004	38.607	19.506
799	430.001	411.999	562	410	563	628
800	5905.914	6856.001	8698.006	6641.079	9739.012	8581.999
801	23	20	25	27	29	20
802	97	52	62	343	101	401
803	10891.995	7925	12870.269	7871	12745.991	16104.994
804	11	8	14	6	8	12
805	1261.062	552.999	1416.175	1259.026	1715.194	2830.03
806	603	414	632	739	738	1037
807	242	243	313	268	354.999	271.001
808	3695.195	6868.991	5887.367	5594.919	3736	6151.961
809	2555	1315	2143	1731	3064	2796
810	6	6	4	9	0	11
811	1664.852	2070.657	2074.838	2214.558	3196.285	2642.049
812	295	76	137	216	421	855
813	398.015	383.265	596.175	526.266	837.248	698.705
814	0	0	0	0	0	0
815	168	256	292	381.999	235	388.999
816	97	111	147.999	109.999	192.999	117.999
817	622	465	801	577	786	1077
818	946.768	1023.361	1461.128	1097.212	1416.011	1469.421
819	38.446	24.084	64.235	30.406	54.302	54.495
820	194.293	109.797	144.036	264.038	168.002	803.841
821	1067	950.238	1513.39	1114.089	1802.22	1375.242
822	3393	3117.001	4130	3423	4737.999	5600.999
823	120	77	191	198	101	380
824	3	0	3	3	12	2
825	1	0	0	0	0	0
826	1287.125	1579.481	1944.645	1491.028	1904.724	1755.766
827	36	20	26	28	31	19
828	3	8	3	9	8	7
829	19	28.485	34.342	59	17.059	77
830	462.939	636	760	583.001	682	765.014
831	40.914	41.369	30.089	29.563	35.567	47.958
832	440	415	596	507	679	774
833	1261	927.999	1671	1084	1920	1771
834	34	13	18.87	46.992	11	84.001
835	1084.384	637.165	1406.016	808.25	1454.226	1453.417
836	556.01	797	916.064	647.019	780.791	789
837	22295.959	6023.98	25480.466	14226.997	29649.895	18864.919
838	339.004	561.081	497.106	717.17	817.068	663.026
839	3568	5834	5803	4411	6463	5480
840	5356.402	5436.123	7383.509	4975.804	8902.61	7382.804
841	646.999	422.001	765.999	677.001	1180	1296.999
842	561	853	946.001	706	663.999	859
843	12	4	19	17	14	12
844	713	701	928	864	1050	1281
845	86	149	142	177	206	179
846	19	25	26	5	25	16
847	634.015	975	960.295	969.383	1070.997	1067.198
848	2093.518	2604.472	3722.972	2543.431	3256.131	3310.354
849	7.256	21.721	31.752	15.086	27.07	33.044
850	513.747	420.137	540.699	547.557	577.596	954.674
851	8	5	10	4	7	1
852	260	301.999	413	346.984	502	436
853	1979.999	1104	2103.92	1861	2899.001	3253
854	852.999	1300	1344	1139.183	1105.227	1571.001
855	3644	2153	4057	3353.999	5710	4689
856	704.278	230.539	538	556	878.08	828
857	824.683	255.905	690.86	707.358	856.877	1625.729
858	6.246	11.108	10.1	1	5.035	4.019
859	0	3	0	7	0	8
860	0	0	0	1	3	1
861	2470	2811	3654.999	3023	4070	4132
862	1077.001	1378.999	2027	1521	1818	1928
863	150	49	128	135	281	211
864	61	57	83	80	129	61
865	2364.252	1840.435	2316.427	2024.533	2885.443	3574.3
866	16408.003	17263.999	25002.003	18993.959	27500.446	26476.994
867	54	44	67	43	71	80
868	1566.996	1070	1516	1503.001	2409.233	3108
869	879.001	644.001	1051.999	814	1246	1351
870	3073	4136.999	4828.001	3480.999	4369	4108
871	13	4	7.999	8	12	8
872	0	5.122	1	5	1	0
873	0	0	0	0	0	0
874	2096	2579.515	2983.217	2677.571	2766.369	4135.021
875	396	410	488	436	527	344.999
876	2465.999	755	2748	1818.001	4098.001	2767.001
877	251	263	395.998	358.999	308	413.999
878	1	0	1.001	0	1	3
879	3561	3701	3057	5087	261	12849
880	810.088	682.087	1068.309	777.141	1350.201	959.555
881	2732.859	3014.957	3831.911	3184.832	4691.868	4575.895
882	1215.562	833.427	2205.227	2174.887	3870.407	2829.064
883	1016.709	1440.996	1691.97	1295.865	1301.229	1759.7
884	0	0	3	8	5.436	1.092
885	1006	1053	1408.999	1028.999	1479	1450.999
886	62	114	122	93	93	103
887	35	46	52	50	44	38
888	0	0	0	0	0	0
889	38.524	33	36.238	57	45	92.927
890	1022	1872.001	1765	1707	1834.999	1713
891	10	16	15	22	30	13
892	146	81	179	111.967	155	218
893	2923.999	5000	5118	4180.001	4600.001	4776
894	6	5	49	14	39	11
895	2629	1882.443	3358	2344	3874.848	3325
896	247.2	264.089	299.71	323	370.092	481.012
897	480.268	443.282	706.89	561.28	736.505	786.578
898	1425	1652	1941	1586	2177	2292
899	1207	753	1638	1028	1773	1332
900	7	3	7	4	9	5
901	317	236	382	429	377	513
902	1076	1459	1713	1501	1750	2005.999
903	0	1	0	0	2	2
904	953.157	576.956	1107.594	784.574	1408.671	1317.897
905	2692	2859	4337.999	3114	4082	3974
906	3010	2967.001	4594.001	3409.999	4358.001	4623.001
907	679	551.009	831	730	973.998	1047.066
908	3	0	2	10	4	1
909	1441.775	938.005	1370.011	947.001	1611.008	1999.002
910	1546	793	1967	1548	3725	1695
911	0	0	0	0	0	0
912	613.305	282.812	617	492	902.256	812.84
913	204	132	229	190	273	280
914	354.001	374	461.645	411.351	507	526.129
915	549.155	585	681.289	549.5	856.975	862.953
916	10.717	5.232	3.084	2.139	4.149	4.121
917	2547.232	2324.999	3290.166	2523.521	4007.811	3843
918	0	2	0	3	6	2
919	902	429	789	750.969	1024	1436
920	37	30	60	61	130	80
921	128	121	162	126	184	225
922	2	0	1	9	5	1
923	181.459	79.118	260.278	225.137	228.254	197.359
924	612.536	555.163	926.777	683.527	852.117	1380.525
925	1486	1167	2196	1710	2141	2252
926	19	0	9	12	4	8
927	927	1201	1449	1251	1472	1927
928	648.689	529.643	873.014	630.001	987.542	948
929	52.53	56.076	72.165	52.034	100.187	83.914
930	85	90	115	75.001	155	83
931	0	0	0	0	1	0
932	2282	1697	2840	1892	3487	3316.001
933	0	0	0	0	0	0
934	986	802	1335	847	1438	1416.999
935	11	7	9	9	25	21
936	286	252.999	381.999	251	463	390
937	99	146	167.001	170.001	173	216
938	2991.999	3425	4377	3230	3891.999	4876.999
939	1084	1685.001	1861.001	1411	1464	1861
940	2	11	6	13	16	14
941	871.74	1291.016	1226.705	1034.695	1147.935	1398.618
942	985.731	1458.59	1534.507	1204.32	1348.766	1610.862
943	1049.999	1485.999	1644	1224	1521	1631
944	595	533.001	746	567	864	791.001
945	1006	652	1205	1021	1769	1571
946	107	56	12	22	5	46
947	123.001	65.999	153.999	90	129	119
948	2911	2944	3983	3368.001	4616.999	5387
949	102	123	198	116.001	162	179
950	176	204	241	173.008	236	257.005
951	8689.254	11519.214	13938.207	8349.208	12303.267	9566.347
952	0	0	0	0	0	0
953	3263	2646	10286.999	5144	6394	8526.999
954	261.999	279	383	279.999	407	386
955	0	0	0	0	0	0
956	3	1	0	4	5	3
957	3147.045	3548.003	5122.799	2748.001	5355.999	3239.074
958	445.097	335.891	1148.812	1163.364	1555.4	1512.786
959	290	295	562	306	437	285
960	10	12	11	10	13	7
961	697.215	384.484	657.091	675.128	1046.037	1177.301
962	4	2	9	2	3	0
963	0	0	0	0	0	0
964	3362.789	3239.206	3788.314	4101.53	4198.091	7306.543
965	940.001	748	1202	901.002	1281.997	1262.001
966	293	190.999	307.999	292.999	394.001	571
967	546.216	660.428	888.885	698.571	884.514	848.097
968	331.623	465.644	587.031	500.765	503.008	639.092
969	5209	6642	7857	5339.001	7448.999	7774
970	2156.028	1574.053	2828.04	2494.086	3372.07	4063.005
971	8652.999	11126	14213.999	9225.996	13747	12330.999
972	814	508.001	963.999	687	1437	1261.002
973	22	25	17	29	22	20
974	0	0	0	0	0	1
975	50	41	17	7	8	25
976	835.001	1209	1405.001	1388.999	1255.001	1400
977	4902.126	9507.334	10539.499	9222.69	8670.799	8676.25
978	253.001	357.999	375	274.999	362	341.001
979	957	230	511	1095	388	3348
980	36	60	82	123.999	131	130
981	1015.001	468	1079	874.001	936.001	1911
982	3451.001	3706	5054.001	3515	5649	4962
983	902	1026	1813	1575	1294	2388.001
984	125	63	108	76	115	138
985	8627	4161	11422.999	5010	7026	8290
986	4214	4024	5533	5712	7737	7859
987	435.969	583	468	684	203.581	1398
988	271.001	163.001	330.001	272	324	332.999
989	21	10	16	31	24	20
990	1867.001	1490.001	2058.999	1972	2307	3267
991	836	1120	1237.999	1103	1310.001	1275.999
992	278	361	361	531	534	601
993	503	205	944	329	716	564.14
994	71.042	36.008	21.008	13.162	27.309	32.093
995	538	854	772.999	631	648	769
996	1087	1071	1755	1201	1837	1692
997	596.708	510.169	795.136	604.979	836.137	981.246
998	42.485	25	76.019	35	74.069	63.082
999	474	699	909.98	650.932	776	893
1000	182.695	64	151.443	178.005	335.004	266.009
1001	520.487	558.502	855.369	731.381	948.022	903.599
1002	12	6	20	8	31	12
1003	228	199	322	260.034	386.125	432.001
1004	48.339	33.947	69.704	48.364	99.293	75.408
1005	67	40	32	104	5	312.999
1006	292.16	174.256	382.483	299.813	498.216	484.011
1007	198.999	178	412.001	200	381.999	292
1008	5931.999	6306.999	7740	7569	17263	10573.999
1009	132953	109854.66	218015	108428	129551	135980
1010	1156.001	1184	1433	1016.999	1234.001	1796
1011	3063	2985.002	4630.356	3763.998	5506.001	5160.916
1012	183	320	228	283	295	517
1013	951.316	1377	1272.544	1965.999	750.321	3075.626
1014	295	135	121	272	13	1248
1015	591	418	716	643	905	962
1016	475	351	462	535	465	1222
1017	146	35	70	113	24	459
1018	118	85	148	135	52	442
1019	0	0.809	6.024	1.001	2.002	3.002
1020	0	0	0	0	0	0
1021	338	182	277	412	88	1456
1022	0	0	2	0	0	0
1023	1678	1633	1275	1341	914	1220
1024	7	10	10	17	4	19
1025	102	49.999	158	96	144	147
1026	392	481.999	602	599	761	675
1027	33.04	13	16	27	22	57
1028	10	4	15	16	17	28
1029	6434.001	10274.999	11625.001	9133.001	10335.999	9851
1030	2000	1989	2777	2038.001	2951	3493
1031	75.566	84.179	123.591	82.384	67.457	128.102
1032	974.001	543	870	924.806	1087	1349
1033	33	8	40	40	45	23
1034	29.288	78.912	87.766	121.231	83.617	57.553
1035	404.999	214	455	360.999	333	715
1036	1678.927	1530.997	2070.342	1761.057	2498.033	2345.004
1037	31	25	47	37	39	46
1038	2086.999	1942.998	2855.025	2047.356	3494.001	2930
1039	87.25	83.05	113.231	126.013	183.123	169.848
1040	8490.095	9976.739	12712.39	9890.095	13330.582	13646.199
1041	562.999	343	577	445	866	711.999
1042	29	2	25.006	27	34	22.085
1043	365	703	605	613	625.999	670.001
1044	292	499	483	424	364	540
1045	39	34	68	33.999	72	41
1046	5	2	9	3	1	1
1047	2428.73	3194.496	3390.2	3405.554	3278.95	4519.678
1048	546	293	559	530	597	1298.999
1049	368.782	365.399	500.8	481.76	443.697	638.638
1050	2461.129	2434.863	3027.143	2587.886	2970.493	3172.111
1051	2830.482	2425.63	3768.929	2802.965	4228.727	4717.512
1052	175	306	264.001	271.001	314	378.043
1053	0	0	0	0	1	1
1054	133	111	133	301	97	254
1055	118	132	146	114	149.005	125
1056	15.539	13	34.736	18.884	18.297	16.026
1057	3487.999	1918	5128	2719	5431	3442.001
1058	780.372	972.096	1327.094	982.898	1216.564	1475.243
1059	230	279	255.999	259.001	292.999	396
1060	559.999	604	863	555.001	816.001	840.028
1061	792.034	656	1038.999	755.001	1174.001	1303.011
1062	53	48	62	67	95	52
1063	816	560	1106	1343	1202	987
1064	13101.995	11009.992	15686	13607.988	20457.979	21163.979
1065	1092	1547	1815	1256	1589	1427
1066	83	39	68	55	106	86
1067	145	68	164	141	291	259
1068	5405.461	6778.074	7035.798	6197	8794.661	8006.464
1069	5	5	2	8	1	12
1070	775.999	578.001	937	864.999	1254.001	1414
1071	12.531	13.014	8.009	15.004	18.007	25.715
1072	6.681	12.379	6.532	4.406	22.805	9.756
1073	458	182	337	497	233	1308
1074	26.999	32	21.001	54	21	65.001
1075	1689	1390	2021	1636	2221	2859
1076	1562	1175	1865.999	1416	1747	2880
1077	741	787	982	679	829.001	1003
1078	2713.446	3267.121	3741.705	3225.989	3507.149	4916.88
1079	277.002	352.489	384.999	413.253	404.833	476.128
1080	109.022	61.02	92	130.133	185.014	121.02
1081	119.391	62.019	137.332	62.017	119.953	66.289
1082	9.11	13	13.122	8	31	10.277
1083	14	14	6	8	26	20
1084	26	19	35	31	40	73
1085	356	993	554	820	1274	615
1086	247	234	429	172	437	270
1087	109	56	152	182	178	112
1088	565.764	669.132	815.992	758.155	838.094	1023.158
1089	95.067	50.015	131.491	124.367	138	117.011
1090	2055.249	2190.746	2852.617	2117.175	3025.647	3359.044
1091	1005	831	1431	1505	2422	2228
1092	0	0	3.357	0	0	0
1093	5	2	2	0	2	4
1094	4024.636	3262	5493.607	3940	5606.649	5603.52
1095	846	375.644	855.857	691.329	1153.456	1472.994
1096	0	0	2	1	1	0
1097	3200	3721	4167.999	3549	4852	5045
1098	317.447	337.931	481.742	341.392	513.24	429.439
1099	353.271	416.754	523.932	582	684.075	565.104
1100	13	4	2	5	3	6
1101	126	49	106	69	96	81
1102	354	346	478	390.001	474.999	487.001
1103	187.796	223.325	380.166	271.464	346.12	326.828
1104	1461	462	1327	1427	1474.004	3196
1105	282	184.001	351.999	247	440	410
1106	85.152	120.381	90.041	92.122	114.045	131.102
1107	0	1	0	0	2	0
1108	790	715	736	578	839	794
1109	1304	1742	2143.999	1834.999	1703	2388.999
1110	2932	2099.999	3551	2265	3622	3668
1111	1372.936	1139.869	1780.001	1455.991	2380	2227
1112	20	27	63	45	87	83
1113	764	1081	1406	702	1146	1037
1114	3793.999	5579.978	6535.997	5443.996	6287.996	6371.997
1115	229.415	371.999	464	364.999	333.998	520.47
1116	97.013	112.004	199.025	140.944	226.004	151.766
1117	18	27	63	25	64	41
1118	3506	3300	5489	3568.999	5355.999	4863
1119	7704.112	8841.926	12272.958	8553.061	11821.694	12534.019
1120	2605.001	1611.999	2558	1716	3541	3442.921
1121	90	88	110	89	185	159
1122	561	680	805	660	959	851.073
1123	2224	2585	5106	2849	5365	4629
1124	505	442	685	508	711	752
1125	3913.995	4061.994	6134.901	4436.001	6492.996	5558.882
1126	663	1009	1083.999	747	901	880
1127	172	223	339	220	286.001	264
1128	0	0	0	1	1	0
1129	1533	1010	1671.936	1120	2152	2027.972
1130	137	138	181	119.999	165.001	191.001
1131	15088.864	9847.543	19262.456	14660.97	21692.374	22458.992
1132	6870.26	12134.171	13049.613	11548.989	11651.497	12614.865
1133	2	0	1	0	0	4
1134	4	4	0	7	4	14
1135	3	4	3	1	1	1
1136	0	0	3	0	2	0
1137	197.067	220	309.64	191.021	373.266	360.034
1138	169	207	230	232	253.001	294.001
1139	76.03	41.005	73.466	69.062	72.763	88.01
1140	1.014	1.018	4	1	1	0
1141	190	230	249.001	364	350	490
1142	1803	2963	3061	2407	2670	2975
1143	378	312	545.999	356	503	665
1144	12	34	39	39	40	36
1145	1008	1133	1904	1015	1714	1342
1146	2087.999	1838	3304	2281	3483.999	2959.001
1147	202	108	161.001	105	196	151
1148	408	498	574	551.001	724	644.001
1149	2	7.217	6.048	8	24	8
1150	518.001	375	734	556.001	865.001	708
1151	76.924	62.251	91.403	121.809	131.417	159.056
1152	336.001	393.001	472.001	343	426	584.001
1153	727.001	908.001	1157	810.001	989.001	1131
1154	281.224	255	490.049	318.49	361.438	468.556
1155	1.001	2.001	2.003	2.003	9.097	3.197
1156	189	155	242	185	318	248
1157	673	1129	1226	921	1077	1053
1158	21274.027	20846.196	30638.784	18277.175	27884.591	28926.336
1159	645	870	893.001	710	994	917
1160	258	364	397	304	454	486
1161	1899	1570.702	2723.532	2133.142	3208.121	2842.986
1162	702.001	571.999	848	660	994.001	801.994
1163	1154	973	1551	1185	1866	1759
1164	470.757	326	551.742	509.001	870.999	638.047
1165	2	1	2	1	4	1
1166	23.804	45.414	9.807	13.071	26.909	30.332
1167	0	0	0	0	2	13
1168	4431.983	6525	7654.979	5926.95	7314	7691
1169	3	2	9	4	4	2
1170	1	0	7	10	8	1
1171	22.026	18.57	20.789	26.876	19.364	30.569
1172	905.001	855.999	663	1503	468	2663
1173	428.001	128	532	217	368	460
1174	0	0	0	0	0	0
1175	28	41	42	25	25	43
1176	720.999	709.001	942.001	880.001	1066	1476
1177	3	0	1	1	3	2
1178	5551.221	9688.463	11495.857	10557.577	9413.083	9959.447
1179	609.428	882.586	1979.295	1280.497	1613.678	1568.479
1180	1551.783	3637.323	3528.909	3824.774	3121.599	3291.196
1181	1991.501	2527.999	3059	2453	3279.913	3153.556
1182	1037	601	949.999	1032	1457	1567
1183	143	31	178	121	286	211
1184	1999.001	970	2118	1819	3092	2782.999
1185	69244.018	22417.82	81707.141	40368.585	78009.937	64865.989
1186	0	1	0	0	0	0
1187	182	246	313	243	222	262.001
1188	21	15	3	13	6	28
1189	3.982	1	0.768	4.135	0	3.898
1190	865	649.999	872	789.001	1159	1575
1191	1231	1517	2025	1369	1702	2011
1192	0	0	0	0	0	0
1193	1870	2574.591	2861.507	2442	3026.493	3110
1194	4.176	0	2.067	2.17	0	0
1195	1026.971	1351.858	1557.386	1063.455	1483.487	1189.401
1196	782.001	613.001	1007	816	1239.001	1210.001
