	NG-16677_M53_iso_preg_placenta_lib271061_6029_8_1_counts	NG-16677_M55_aly6g_preg_placenta_lib271064_6029_8_1_counts	NG-16677_M56_aly6g_preg_placenta_lib280131_6085_1_1_counts	NG-16677_M62_iso_preg_placenta_lib271062_6029_4_1_counts	NG-16677_M63_aly6g_preg_placenta_lib280132_6085_1_1_counts	NG-16677_M65_iso_preg_placenta_lib280130_6085_1_1_counts
ENSMUSG00000073457.4	0	0	0	0	0	1
ENSMUSG00000073458.2	0	0	0	0	0	0
ENSMUSG00000073460.5	30	29	30	28	48	15
ENSMUSG00000073468.12	1077.51	985.181	1410.181	1160.89	1330.358	1502.454
ENSMUSG00000073471.3	563.707	633.768	935.829	575.99	756.943	788.491
ENSMUSG00000073481.9	1616.955	1568.108	1963	2037.206	1536.103	4013.365
ENSMUSG00000073489.6	69.872	102.014	231.736	102.653	207.676	121.965
ENSMUSG00000073490.11	52.35	51.485	100.973	47.401	89.77	48.449
ENSMUSG00000073491.11	11	15.121	25.505	18.454	20.225	11.621
ENSMUSG00000073492.2	3.442	0	0	0	2.177	1.023
ENSMUSG00000073494.5	42.553	145.106	82.698	180.158	235.036	115.609
ENSMUSG00000073497.6	2.479	0	2.075	1	5.491	4.705
ENSMUSG00000073514.4	8	5.039	11.12	5.077	12.156	10.008
ENSMUSG00000073530.11	25791.568	5777.742	27201.21	11502.472	31840.722	19539.659
ENSMUSG00000073542.3	213	216	276	216	359	293
ENSMUSG00000073551.5	0	0	0	0	0	0
ENSMUSG00000073555.1	10.921	0	16.181	16.583	27.454	15.16
ENSMUSG00000073557.12	210.15	58.024	167.413	132.23	205.215	256.263
ENSMUSG00000073563.3	992.157	903.964	1382.237	1041.366	1629.887	1479.888
ENSMUSG00000073565.5	3	0	2	3	2	2
ENSMUSG00000073568.2	104	74	213	70	191	117
ENSMUSG00000073572.2	0	0	0	0	0	0
ENSMUSG00000073573.5	0	0	0	0	0	0
ENSMUSG00000073574.4	1	0	0	0	0	0
ENSMUSG00000073591.4	87.552	50.091	107.425	62.139	114.431	77.067
ENSMUSG00000073598.3	0	4	1	2	7	11
ENSMUSG00000073599.10	109	129	159	171	193	172
ENSMUSG00000073600.5	49	30	43	48	41	100
ENSMUSG00000073601.2	0	0	0	0	0	0
ENSMUSG00000073602.10	0	0	0	0	0	0
ENSMUSG00000073608.4	10.003	1.053	2.168	4.334	4.419	1.087
ENSMUSG00000073609.9	248.348	176.681	294.25	221.677	323.137	391.822
ENSMUSG00000073616.10	611	1181	1333	1369	1041	1214
ENSMUSG00000073633.9	387	454	456	376	559	438
ENSMUSG00000073639.6	2712	2460.675	4142	2735	4006	4021.001
ENSMUSG00000073643.11	842.49	753.819	1121.523	766.76	1230.995	1263.196
ENSMUSG00000073650.8	6	4	8	5	11	6
ENSMUSG00000073658.4	0	0	0	0	0	0
ENSMUSG00000073664.11	465.01	156.006	380.04	338.009	599.638	687.224
ENSMUSG00000073676.4	1207.638	2264.694	2141.179	2001.794	1853.281	2004.116
ENSMUSG00000073678.4	318	57	150	210	181	748
ENSMUSG00000073680.2	1.011	3.046	0	6.861	3.639	6.121
ENSMUSG00000073682.3	0	5.241	0	3.685	0	4.65
ENSMUSG00000073684.13	247.999	267	396	262	321	405
ENSMUSG00000073700.3	663.977	531.059	914.52	992.755	1575.424	1301.844
ENSMUSG00000073702.11	1880.713	3031.703	3884.322	2876.936	3050.061	3105.26
ENSMUSG00000073705.10	44	96	87	115	132.999	102
ENSMUSG00000073721.5	0	1	0	0	1	1
ENSMUSG00000073722.3	20	12	37	21	30	15
ENSMUSG00000073723.10	0	0	0	0	0	0
ENSMUSG00000073724.12	5.353	0	0	1.001	5.017	2.065
ENSMUSG00000073725.8	1249.106	694.613	1353.862	1096.338	1712.242	1794.06
ENSMUSG00000073730.2	0	0	0	0	0	0
ENSMUSG00000073733.4	3	3	0	3	17	3
ENSMUSG00000073735.1	0	0	0	0	0	0
ENSMUSG00000073747.2	1	0	0	0	0	1
ENSMUSG00000073755.4	58.202	54.231	82.214	71.135	94.566	87.075
ENSMUSG00000073758.10	330.001	355	379	344	437	591
ENSMUSG00000073764.2	0	1	0	0	0	0
ENSMUSG00000073768.3	2.157	1.177	4.885	1.084	0	0
ENSMUSG00000073769.4	0	0	0	0	0	0
ENSMUSG00000073771.11	58.487	49.694	84.476	75.044	109.43	116.396
ENSMUSG00000073774.2	3	5	12	8	18	4
ENSMUSG00000073775.4	274	329	501	436	529	465
ENSMUSG00000073785.2	1	0	1	0	0	0
ENSMUSG00000073786.1	0	1	0	0	0	0
ENSMUSG00000073791.12	45	58	97	59	62	59
ENSMUSG00000073792.11	213.017	143	295.012	227.753	302	368.891
ENSMUSG00000073794.3	0	2	1	0	1	0
ENSMUSG00000073795.11	8	6	11	11	12.001	4
ENSMUSG00000073802.5	59	44	80	87	86	91
ENSMUSG00000073804.5	0	0	0	2	0	1
ENSMUSG00000073805.5	4	2	2	5	5	1
ENSMUSG00000073811.4	0	0	0	0	0	0
ENSMUSG00000073830.11	0	1	0	0	1	0
ENSMUSG00000073834.10	1	0	0	0	0	0
ENSMUSG00000073838.10	907.001	1285.001	1115.576	1139.116	1161.129	1579.271
ENSMUSG00000073842.10	0	0	0	0	0	0
ENSMUSG00000073856.11	61.999	42	103	61	85.001	58
ENSMUSG00000073876.3	15.245	12.388	20.19	0	29.753	0
ENSMUSG00000073877.10	722.21	658.361	1134.559	598.776	740.08	587.23
ENSMUSG00000073878.3	0	3	0	11.926	6	5.77
ENSMUSG00000073888.13	648.532	711.638	1305.164	711.552	770.246	768.794
ENSMUSG00000073889.10	1071.032	1280.612	2031.796	1734.249	2395.663	1936.943
ENSMUSG00000073893.6	22.514	16.573	34.251	14.628	35.807	27.168
ENSMUSG00000073894.1	5	4	8	5	40	3
ENSMUSG00000073896.5	0	0	0	1	0	2.944
ENSMUSG00000073897.5	0	0	0	1.001	0	0
ENSMUSG00000073898.3	0	0	2.014	0	2	1.032
ENSMUSG00000073899.3	0	0	0	0	0	0
ENSMUSG00000073900.5	0	0	0	1	0	1.007
ENSMUSG00000073901.4	0	0	0	0	0	0
ENSMUSG00000073906.3	0	0	0	0	0	0
ENSMUSG00000073907.3	0	0	0	0	0	0
ENSMUSG00000073909.2	0	0	0	0	0	0
ENSMUSG00000073910.10	530.938	406.528	677.45	745.247	995.311	1442.528
ENSMUSG00000073913.2	0	0	0	0	0	0
ENSMUSG00000073914.2	0	0	0	0	0	0
ENSMUSG00000073915.5	5.048	6.017	1.321	0	0	3.528
ENSMUSG00000073916.3	0	0	0	0	0	0
ENSMUSG00000073917.2	0	0	0	0	0	0
ENSMUSG00000073920.4	0	1	0	0	2	0
ENSMUSG00000073922.2	0	0	0	0	0	0
ENSMUSG00000073923.4	0	0	0	0	0	0
ENSMUSG00000073924.5	3.05	4.706	1.035	2.448	2.083	4.33
ENSMUSG00000073925.5	0	0	0	0	0.997	0
ENSMUSG00000073926.4	0	0	1	0	0	0
ENSMUSG00000073927.6	0	0	0	0	0	2
ENSMUSG00000073928.5	0	0	0	0	0	0
ENSMUSG00000073931.3	4.523	4.622	13.027	0	0	7.371
ENSMUSG00000073932.2	0	1	1.498	0	2.003	1
ENSMUSG00000073937.2	1.009	0	0	0	1.019	2.017
ENSMUSG00000073938.3	0	0	2	0	0	0
ENSMUSG00000073940.3	59338.328	126658.948	97065.349	70161.842	33592.242	63932.821
ENSMUSG00000073943.4	0	0	0	0	0	0
ENSMUSG00000073944.6	0	0	0	0	0	0
ENSMUSG00000073945.2	0	0	0	0	0	0
ENSMUSG00000073946.5	0	0	0	0	0	0
ENSMUSG00000073947.4	0	0	0	0	0	0
ENSMUSG00000073948.3	0	0	0	0	0	0
ENSMUSG00000073949.4	0	0	0	0	0	0
ENSMUSG00000073950.6	0	0	0	0	0	0
ENSMUSG00000073951.4	0	0	0	0	0	0
ENSMUSG00000073952.5	0	1	1.004	2	2.998	0
ENSMUSG00000073953.4	3.965	1.917	4.648	0.788	4	1
ENSMUSG00000073954.5	0	0	0	0	0	0
ENSMUSG00000073955.2	0	0	0	0	0	0
ENSMUSG00000073956.3	0	0	1	1	0	0
ENSMUSG00000073959.5	0	0	0	0	0	0
ENSMUSG00000073960.1	0	0	0	0	0	0
ENSMUSG00000073961.4	0	0	0	0	0	0
ENSMUSG00000073962.9	0	0	0	0	1	0
ENSMUSG00000073963.3	0	1	0	0	0	0
ENSMUSG00000073964.3	0	0	0	0	0	0
ENSMUSG00000073965.1	0	0	0	0	0	0
ENSMUSG00000073966.3	0	0	0	0	0	0
ENSMUSG00000073967.3	0	0	0	0	0	0
ENSMUSG00000073968.4	126	116	198	127	221.001	176.001
ENSMUSG00000073969.3	0	0	0	0	0	0
ENSMUSG00000073970.1	0	0	0	0	0	0
ENSMUSG00000073971.3	1	0	0	0	0	0
ENSMUSG00000073972.2	0	0	0	0	0	0
ENSMUSG00000073973.4	45.191	29.86	48.688	24.699	39.6	40.276
ENSMUSG00000073974.4	0	0	0	0	0	0
ENSMUSG00000073975.3	0	0	0	0	0	0
ENSMUSG00000073977.2	0	0	0	0	0	0
ENSMUSG00000073978.8	1	0	0	0	0	0
ENSMUSG00000073979.2	0	0	0	0	0	0
ENSMUSG00000073982.11	675	815	929	767	1015	1124
ENSMUSG00000073987.4	404	500	722	570	532	794
ENSMUSG00000073988.13	5	8	8	1	3	9
ENSMUSG00000073991.4	0	0	0	0	0	0
ENSMUSG00000073997.3	0	0	0	0	0	0
ENSMUSG00000073998.2	0	0	1	0	0	0
ENSMUSG00000074001.3	6	7	14	10	9	16
ENSMUSG00000074003.4	6	24	12	21	22	2
ENSMUSG00000074004.3	0	0	1	1	0	1
ENSMUSG00000074006.3	5	3	6	11	12	13
ENSMUSG00000074011.4	0	0	0	0	0	0
ENSMUSG00000074028.4	1.299	4.817	5.192	14.651	2.784	10.221
ENSMUSG00000074030.3	259.997	229	378	302	557	526.006
ENSMUSG00000074037.3	4.002	3.966	0	1.311	3.001	1.024
ENSMUSG00000074059.3	2	0	0	2	0	6
ENSMUSG00000074060.10	0	1	0	1	0	4
ENSMUSG00000074061.4	1	0	3	0	0	2
ENSMUSG00000074062.5	0	0	0	1	0	0
ENSMUSG00000074063.10	70	59	103	64	99	84
ENSMUSG00000074064.6	362	364	444	439	477	624
ENSMUSG00000074071.11	77.363	56.617	121.434	112.793	147.929	154.108
ENSMUSG00000074088.6	546	714	855.001	656	861	808
ENSMUSG00000074093.4	20	17	21	33	14	65
ENSMUSG00000074102.4	412	257	491	465	780	748
ENSMUSG00000074109.4	0	0	0	0	2	1
ENSMUSG00000074111.4	0	0	0	0	0	0
ENSMUSG00000074115.5	0	3.02	7.042	5.047	0	6.055
ENSMUSG00000074121.3	106.003	98.003	91.005	92.009	130.003	191.013
ENSMUSG00000074123.1	0	0	1	0	0	0
ENSMUSG00000074127.6	0	0	0	0	0	1.009
ENSMUSG00000074129.14	11908.293	26373.963	25056.186	25126.147	19470.317	21713.766
ENSMUSG00000074139.8	0	0	1	1	0	0
ENSMUSG00000074141.13	33	45	51	44	108.102	61.003
ENSMUSG00000074151.13	356	259	563	214	514.999	298
ENSMUSG00000074155.2	0	0	0	0	1	0
ENSMUSG00000074156.6	0	0	2.993	0	0	0
ENSMUSG00000074158.9	50.09	61.68	109.945	67.718	109.931	110.238
ENSMUSG00000074165.10	61.999	60	88	84	114	76.001
ENSMUSG00000074166.7	84.368	83.907	135.065	115.256	111.172	169.652
ENSMUSG00000074170.5	211	163	251	236	271	317
ENSMUSG00000074179.11	0	0	1.099	0	0	5.96
ENSMUSG00000074182.8	235	330	381.001	287.999	366.999	430
ENSMUSG00000074183.3	8.128	22.727	17.902	10.939	17.723	43.422
ENSMUSG00000074194.4	89.332	88.161	121.161	77.034	141.051	106.024
ENSMUSG00000074195.3	34.908	1.189	11.947	13	1.415	163.927
ENSMUSG00000074199.7	5	20	21	37	27	19.001
ENSMUSG00000074203.4	2	1	8	7	5	1
ENSMUSG00000074206.7	7	5	8	8.002	9	7
ENSMUSG00000074207.10	270	330	180	378	88	838
ENSMUSG00000074210.3	4	5	12	8	20	22
ENSMUSG00000074211.4	182	175	277	249	241	308
ENSMUSG00000074212.7	968.687	500.673	1167.45	667.07	1155.621	1134.767
ENSMUSG00000074215.2	6	9	6	9	4	19
ENSMUSG00000074217.8	113.001	124.999	175.179	155.001	99.999	289.971
ENSMUSG00000074218.3	45	78	73	71	61	93
ENSMUSG00000074220.10	16	18	27	21	40	40
ENSMUSG00000074221.12	2128.978	1059	1869.001	1658.068	2853.987	3935.686
ENSMUSG00000074227.12	3015	2643.001	3468.001	3511.999	2746.999	6317
ENSMUSG00000074238.6	646.999	498	777.007	693	753.892	1433.011
ENSMUSG00000074240.5	0	2	2	1	4	1
ENSMUSG00000074247.10	1319.999	1416.001	2037.001	1335.001	2232.999	1901
ENSMUSG00000074248.7	0	0	0	0	0	0
ENSMUSG00000074254.4	0	2	0	0	0	0
ENSMUSG00000074259.10	487	455	675	413	808.999	675
ENSMUSG00000074261.3	52	52	60	86	8	126
ENSMUSG00000074264.12	21.879	7	34.368	22.032	34.575	23.664
ENSMUSG00000074268.4	0	0	143.555	2.056	0	0
ENSMUSG00000074269.10	72	80.001	108.001	87.001	72	76
ENSMUSG00000074272.10	694.357	310.921	872.434	468.933	951.925	781.195
ENSMUSG00000074277.4	1232.001	835	1306	587	1126	1155
ENSMUSG00000074282.10	46.32	43.223	41.881	30.258	48.064	53.372
ENSMUSG00000074283.5	14.102	20.498	25.337	28.227	39.196	27.436
ENSMUSG00000074291.3	3.071	0	6.025	0	2.003	1.075
ENSMUSG00000074300.4	14	3	4	17.995	0	30
ENSMUSG00000074302.1	0	0	0	0	0	0
ENSMUSG00000074305.9	338	201	461	301	443	498
ENSMUSG00000074311.3	0	0	0	0	0	0
ENSMUSG00000074322.5	0	0	0	0	0	0
ENSMUSG00000074336.5	47.005	56.448	30.27	65.459	13.942	177.87
ENSMUSG00000074340.9	9.001	5	10.002	6.391	10	7.788
ENSMUSG00000074342.3	45	37.004	67.001	40	80.999	62.547
ENSMUSG00000074344.7	1	0	0	2	2	2
ENSMUSG00000074345.4	7	13	38	26	21.014	23
ENSMUSG00000074358.9	197	238.001	313	204	324	341.999
ENSMUSG00000074359.2	142115.458	78659.476	182097.386	74908.98	110394.631	114714.224
ENSMUSG00000074361.11	114.972	42.566	372.976	74.582	133.37	112.364
ENSMUSG00000074364.6	669.009	518	689	798	755	928.011
ENSMUSG00000074365.13	0	1	2	1	0	0
ENSMUSG00000074366.9	0	0	0	0	0	0
ENSMUSG00000074369.12	0	0	0	0	0	0
ENSMUSG00000074375.3	0	0	0	0	0	1
ENSMUSG00000074377.12	0	0	0	0	0	0
ENSMUSG00000074378.5	0	0	0	0	0	0
ENSMUSG00000074384.4	80	71	90.001	77	97	85
ENSMUSG00000074397.5	1.196	4.112	4.847	1.888	2	1.331
ENSMUSG00000074403.2	0	0	0	0	13.303	0
ENSMUSG00000074405.8	327.231	198.964	406.008	251.19	491.062	472.033
ENSMUSG00000074406.5	173	160	269	199	292	278
ENSMUSG00000074417.9	0	5.439	6.193	4	9.48	0
ENSMUSG00000074419.11	0	0	3.28	5.424	6.355	0
ENSMUSG00000074424.3	4	0	0	0	0	0
ENSMUSG00000074433.4	0	0	0	0	0	0
ENSMUSG00000074434.4	0	0	0	0	0	0
ENSMUSG00000074435.10	1	1	1	4	0	11
ENSMUSG00000074437.5	0	0	0	0	0	0
ENSMUSG00000074439.4	0	0	0	0	0	0
ENSMUSG00000074440.3	0	0	0	0	0	0
ENSMUSG00000074441.3	0	0	0	0	0	0
ENSMUSG00000074442.4	0	1	0	0	0	0
ENSMUSG00000074443.1	0	0	0	0	0	0
ENSMUSG00000074444.4	0	0	0	0	0	0
ENSMUSG00000074445.4	55.76	86.386	15.688	63.44	11.357	380.75
ENSMUSG00000074446.3	0	0	0	0	0	0
ENSMUSG00000074447.2	0	0	0	0	0	0
ENSMUSG00000074448.2	0	0	2.127	3.053	0	1.23
ENSMUSG00000074449.3	0	0	0	0	0	0
ENSMUSG00000074452.13	4	2	5	3	3	3
ENSMUSG00000074454.3	0	0	0	0	0	0
ENSMUSG00000074457.10	546	707.001	658.999	617	457.999	715
ENSMUSG00000074472.10	30.001	11	12.001	15.001	32	13
ENSMUSG00000074473.1	0	0	0	0	0	0
ENSMUSG00000074476.6	90.207	119.024	91.494	180.785	151.213	180.356
ENSMUSG00000074480.4	38.852	40	40	89	75	56
ENSMUSG00000074483.2	0	0	0	0	0	0
ENSMUSG00000074486.2	0	0	0	0	1.59	0
ENSMUSG00000074489.9	868.377	668.315	899.415	1026.514	905.876	1930.183
ENSMUSG00000074491.9	1	0	2	1	2	2
ENSMUSG00000074500.11	26	23	19	23	27	24
ENSMUSG00000074502.4	2	1	4.735	2.184	2.146	2.083
ENSMUSG00000074505.6	3.136	1.001	1.001	1.999	3	3.085
ENSMUSG00000074513.9	1466.809	1248	1957.021	1530	2277	2168
ENSMUSG00000074519.11	65.433	60.555	85.23	69.868	64.159	88.378
ENSMUSG00000074521.9	0	0	11.938	0	3.871	2.661
ENSMUSG00000074527.11	37.995	56.329	65.946	50.47	61.87	56.217
ENSMUSG00000074529.10	15.119	21.384	9.148	17.593	16.498	18.316
ENSMUSG00000074564.3	0	0	0	0	0	0
ENSMUSG00000074569.4	1	0	3	3	7	3
ENSMUSG00000074570.14	21	8	25.997	10	26	15
ENSMUSG00000074575.4	18	10	18	6	15	15
ENSMUSG00000074576.4	213	223	399	280	438	363
ENSMUSG00000074577.9	144	112	299.001	387	523	455.999
ENSMUSG00000074579.14	38	25.999	48	45	34	51
ENSMUSG00000074582.10	1612	769	1614	1239	2062	2427
ENSMUSG00000074591.8	0	0	0	0	0	2
ENSMUSG00000074593.11	0	0	0	0	0	0
ENSMUSG00000074594.9	1	7	3	3	4	6
ENSMUSG00000074595.9	1	1	1	1	0	3
ENSMUSG00000074596.3	0	0	0	0	0	0
ENSMUSG00000074604.9	196.008	215.001	172.743	342.001	97.001	578.002
ENSMUSG00000074607.11	315	327	298	179	289	325
ENSMUSG00000074619.5	1	0	0	0	0	0
ENSMUSG00000074622.4	134.195	133.342	172.329	141.216	49.08	426.53
ENSMUSG00000074623.4	49	36	41	55	6	156
ENSMUSG00000074625.10	54	35	0	1	2	19
ENSMUSG00000074627.11	5	3	3	2	7	2
ENSMUSG00000074628.9	1	0	2	0	0	1
ENSMUSG00000074634.12	324	273.049	282.439	198	381.971	377
ENSMUSG00000074637.7	3	0	8	5	5	3
ENSMUSG00000074639.6	0	1	0	0	0	0
ENSMUSG00000074643.12	1147.099	1024.708	1318.74	1110.655	1904.8	1651.816
ENSMUSG00000074646.10	3	3	16	3	20.001	18
ENSMUSG00000074647.3	0	1	0	0	1	0
ENSMUSG00000074649.6	277.998	248	436.997	330	400	499
ENSMUSG00000074651.3	0	0	4.001	0	0	1
ENSMUSG00000074652.3	20	25	49	30	55	26
ENSMUSG00000074653.10	1	0	2	3	1	5
ENSMUSG00000074655.1	0	0	0	0	0	3
ENSMUSG00000074656.12	3055.381	4950.246	5485.434	4433.062	4665.11	5118.951
ENSMUSG00000074657.5	99	89	118	82	147	72
ENSMUSG00000074665.10	3	6	14	3	5	9
ENSMUSG00000074671.6	15	9	16	26	28	19
ENSMUSG00000074673.15	0	0	1	0	0	0
ENSMUSG00000074676.2	16	7	18	13	13	17
ENSMUSG00000074677.11	9.112	7.811	19.562	8.781	0	10.229
ENSMUSG00000074678.1	1	1	0	0	0	1
ENSMUSG00000074679.3	0	0	0	0	0	0
ENSMUSG00000074680.1	0	0	0	0	0	1
ENSMUSG00000074681.2	0	0	0	0	0	0
ENSMUSG00000074682.4	175	132	150	212	153	266
ENSMUSG00000074695.3	0	0	0	0	0	0
ENSMUSG00000074698.10	1905.171	1509.978	2356.368	1865.376	2919.219	2996.072
ENSMUSG00000074704.9	0	0	0	0	0	0
ENSMUSG00000074715.3	6.091	18.01	11	58.128	19.732	42.014
ENSMUSG00000074731.3	67.55	60.11	129.727	72.967	78.443	90.444
ENSMUSG00000074733.14	229.034	149.519	336.367	264.289	327.637	337.442
ENSMUSG00000074734.3	11	11	6	6	11	6
ENSMUSG00000074735.2	0	0	0	0	0	0
ENSMUSG00000074736.10	0	3	0	1	1	2
ENSMUSG00000074738.2	60	72	96	84	87	193
ENSMUSG00000074743.4	2056	919	2373	2025	3856	2322
ENSMUSG00000074746.3	910	349	952	801	1413	1171
ENSMUSG00000074748.3	2299	1747.976	3142	2483	3384.999	4277
ENSMUSG00000074749.10	238	232	355	239	264	322
ENSMUSG00000074754.4	68	133	135	131	114	112
ENSMUSG00000074764.11	0	0	0	0	0	0
ENSMUSG00000074766.10	238	167	394	103	200	123
ENSMUSG00000074768.6	48.334	34.318	12.809	169.213	11.639	213.108
ENSMUSG00000074771.10	1	1	1	1	0	1
ENSMUSG00000074780.2	12.133	3.405	0	0	0	0
ENSMUSG00000074781.5	1584.545	2191.992	2475.238	2097.704	2465.81	2485.754
ENSMUSG00000074785.5	16	15	28	19	53	33
ENSMUSG00000074793.10	282.705	271	364.972	284	473.296	294.999
ENSMUSG00000074794.10	3477	2462	4561	3315	4556	5372
ENSMUSG00000074796.10	48	49	75	64	112	83
ENSMUSG00000074797.11	563.149	858.157	902.775	768.935	916.003	940.064
ENSMUSG00000074802.11	131.865	85.613	175.868	204.577	255.79	289.09
ENSMUSG00000074811.3	236	269	360	242	376	330
ENSMUSG00000074812.11	0	0	0	0	0	0
ENSMUSG00000074817.2	2.009	1.003	0	1.003	2.008	2.005
ENSMUSG00000074818.13	5	5	5	4	3	5.002
ENSMUSG00000074824.3	9.75	4.92	18.817	5.83	15.408	10.502
ENSMUSG00000074825.4	57.664	41.719	50.22	68.491	72.308	96.541
ENSMUSG00000074826.10	12.17	2.369	12.111	7.489	12.642	17.741
ENSMUSG00000074829.10	82.877	81.053	142.663	134.016	125.287	208.336
ENSMUSG00000074832.11	43.384	27.284	51.076	30.512	70.749	51.175
ENSMUSG00000074837.2	0	0	0	0	0	0
ENSMUSG00000074847.2	9.138	6.23	13.339	6.123	12.612	6.471
ENSMUSG00000074849.2	0	0	0	0	0	0
ENSMUSG00000074852.4	2	2	3	2	8	7
ENSMUSG00000074862.11	17.169	7.427	8.715	7.409	13.91	8
ENSMUSG00000074863.5	106.323	118.544	167.985	121.876	186.778	164.23
ENSMUSG00000074865.11	242.541	239.455	367.406	279.174	305.314	458.152
ENSMUSG00000074867.4	65.807	42.213	57.988	73.626	87.25	60.134
ENSMUSG00000074870.4	70919.337	38913.681	85038.364	35521.301	48828.864	68184.127
ENSMUSG00000074871.3	22107.472	14669.805	33166.915	17550.603	24056.775	23948.505
ENSMUSG00000074872.3	1	0	0	0	0	0
ENSMUSG00000074874.10	1144.374	2023.912	2171.685	1568.707	2266.863	2321.544
ENSMUSG00000074881.4	0	0	0	1	0	0
ENSMUSG00000074882.3	114.067	96.53	39.225	260.599	14	594.75
ENSMUSG00000074884.12	3173.559	3543.373	5236.059	3955.671	4541.088	5666.421
ENSMUSG00000074886.11	395	332	584	403.001	573.999	632
ENSMUSG00000074890.4	277	322	323	326	383	482
ENSMUSG00000074892.9	207	42	168	109	106	290
ENSMUSG00000074895.10	2	0	0	1	3	3
ENSMUSG00000074896.3	126.856	122.785	310.011	154.51	169.77	127.21
ENSMUSG00000074899.6	6	2	19.002	10	7	9.001
ENSMUSG00000074909.5	208	189	272	297	360	342
ENSMUSG00000074913.3	0	0	0	0	0	0
ENSMUSG00000074916.5	254	206	391	314	502	400
ENSMUSG00000074918.4	410	231	648	377	847	669
ENSMUSG00000074922.1	132	139	189	165	195	215
ENSMUSG00000074923.10	172.184	97.987	151.926	145.575	95.156	433.985
ENSMUSG00000074925.4	348.395	152.04	337.582	216.971	533.583	494.725
ENSMUSG00000074928.4	0	0	0	0	0	0
ENSMUSG00000074934.3	14.03	5.006	21.047	7.015	8.275	15.035
ENSMUSG00000074939.3	0	0	1	0	1	0
ENSMUSG00000074945.3	0	0	0	0	0	0
ENSMUSG00000074946.5	0	0	0	0	0	0
ENSMUSG00000074947.3	1	0	0	5.003	0	0
ENSMUSG00000074952.3	0	0	0	0	0	0
ENSMUSG00000074955.3	5.357	0.919	0	0	0	1
ENSMUSG00000074965.5	4.363	3.279	2.458	3.416	1.072	2.559
ENSMUSG00000074966.5	0	0	0	0	0	0
ENSMUSG00000074968.11	1	0	0	0	0	1
ENSMUSG00000074971.4	10	11	2	10	11	2
ENSMUSG00000074991.5	0	0	0	0	0	0
ENSMUSG00000074994.5	388	201	441	358	428	626
ENSMUSG00000074995.2	0	0	0	0	0	0
ENSMUSG00000074996.4	0	0	0	0	0	0
ENSMUSG00000074997.3	0	0	0	0	0	0
ENSMUSG00000075000.11	473	502	728	569	704	772
ENSMUSG00000075002.2	0	0	0	0	0	0
ENSMUSG00000075006.2	0	0	0	0	0	0.678
ENSMUSG00000075012.4	26	14	41	14	44	29
ENSMUSG00000075014.1	39.851	50.016	311.357	70.603	56.14	81.366
ENSMUSG00000075015.3	6.218	7.989	92.009	9.868	19.391	26.036
ENSMUSG00000075023.11	7	6	4	11	3	12
ENSMUSG00000075028.12	72.647	39	72.993	76.283	118.498	114.128
ENSMUSG00000075031.4	11.873	10.583	15.452	9.519	6.46	18.186
ENSMUSG00000075033.4	124	99	129	243	95	456
ENSMUSG00000075040.9	206.29	145.109	269.358	211.038	379.507	342.309
ENSMUSG00000075044.13	5	0	1.267	5	1	17.95
ENSMUSG00000075045.4	0	1	1.202	0	0	0
ENSMUSG00000075046.7	0	0	2.798	1	3	0
ENSMUSG00000075054.5	390.56	451.984	679.219	428.857	635.743	588.419
ENSMUSG00000075061.2	0	0	0	0	0	0
ENSMUSG00000075062.4	18.335	8.669	19.24	9.426	29.593	12.209
ENSMUSG00000075063.2	0	0	0	0	0	0
ENSMUSG00000075064.5	0	0	0	0	0	0
ENSMUSG00000075065.5	0	0	0	0	0	0
ENSMUSG00000075066.7	0	0	0	0	0	0
ENSMUSG00000075068.3	1	0	1	0	0	0
ENSMUSG00000075069.3	1.089	1.196	6.508	2.047	0	1.075
ENSMUSG00000075072.3	0	0	0	0	0	0
ENSMUSG00000075073.3	0	0	5.98	0	2.004	3.663
ENSMUSG00000075074.3	2	1	0	0	0	0
ENSMUSG00000075075.2	0	0	0	0	0	0
ENSMUSG00000075078.5	6.755	1.3	3.677	4.474	3.642	9.74
ENSMUSG00000075079.3	0	0	0	0	0	0
ENSMUSG00000075081.6	16.698	18.192	34.206	15.118	9.001	6.946
ENSMUSG00000075084.3	0	0	0	0	0	0
ENSMUSG00000075085.6	0	0	0	0	0	0
ENSMUSG00000075086.2	0	0	0	0	0	0
ENSMUSG00000075088.2	0	0	0	0	0	0
ENSMUSG00000075090.4	0	1.984	0	0	1	0
ENSMUSG00000075091.5	0	0	0	1.001	0	3.879
ENSMUSG00000075092.2	0	0	0	0	0	0
ENSMUSG00000075093.3	0	0	0	0	0	0
ENSMUSG00000075094.1	0	0	0	0	0	0
ENSMUSG00000075095.5	0	0	0	0	0	0
ENSMUSG00000075097.3	0	2.137	0	0	1.225	2.394
ENSMUSG00000075099.2	0	1	0	0	0	0
ENSMUSG00000075100.4	0	0	0	0	0	0
ENSMUSG00000075101.4	0	0	0	0	0	0
ENSMUSG00000075102.2	0	0	1.002	0	0	0
ENSMUSG00000075104.3	11.346	24.476	16.585	2.439	9.3	15.275
ENSMUSG00000075105.3	0	0	0	2	0	0
ENSMUSG00000075107.3	0	0	0	0	0	0
ENSMUSG00000075110.2	0	0	0	0	0	0
ENSMUSG00000075111.11	0	0	0	0	1.043	0
ENSMUSG00000075112.2	0	0	0	0	1	2.071
